name,phone,money,rating,reviewCount,detail_url,business_website,popular_dishes,address,claimed,type,business_highlights,business_owner,about_business
The Italian Homemade Company,(415) 625-5965,$$,4.3,1214,https://www.yelp.com/biz/the-italian-homemade-company-san-francisco-6?osq=Restaurants,italianhomemadecompany.com,"Meat Lasagna, Tiramisu, Burrata Salad, Panna Cotta, Piadina, Veggie Lasagna, Home-made Pesto, Cassone, Caprese Salad","1919 Union St San Francisco, CA 94123",Claimed,"Italian, Pasta Shops, Desserts","Offers Delivery,Offers Takeout",,"speciality:
Fresh pasta, authentic taste!

historyText:
None

businessOwnerBio:
None"
CreoLa,(415) 260-3143,$$,4.5,206,https://www.yelp.com/biz/creola-san-francisco-3?osq=Restaurants,creolabistro.com,"Beignets, Shrimp and Crawfish Etouffee, Beef Short Ribs, Seafood Gumbo, Quart of Red Beans and Rice, Mushroom Jambalaya, Pear Salad, Pecan Pie, Buttermilk Brined Fried Chicken, Catfish St.charles, Catfish Po Boy, Bacon Wrapped Oysters, Shrimp Etouffee","900 Stanyan St San Francisco, CA 94117",Claimed,"Seafood, Cajun/Creole, Cocktail Bars","Takes Reservations,Offers Delivery,Offers Takeout,Walk-ins Welcome",,"speciality:
Weekday Lunch Specials

Wednesday - Friday, Dine in only

Half Po'Boy Sandwich
with Choice of Side or Salad 
•	Iced Tea or Lemonade 
$17

Or 

Prefixed Lunch Special
•	Choice of Soup or Creola Salad
•	Any Asterisked * Entrée
•	New Orleans Style Beignet
$26


historyText:
Our original store opened in San Carlos, California, a little farther South on the Peninsula. Wanting to expand our Creole party, we are excited to have opened our second storefront in San Francisco!

businessOwnerBio:
None"
JIJIME,(415) 221-5353,$$,4.3,588,https://www.yelp.com/biz/jijime-san-francisco-8?osq=Restaurants,jijime.com,"Boneless Fried Chicken, Chicken Jjim, Sizzling Bibimbap, Popcorn Salmon, Monkey Brain, Short Ribs, Grilled Pork Belly, Kuro Ramen, Spicy Tonkotsu Ramen, Tonkatsu Ramen, Pork Belly Plate, Black Garlic Ramen, Spicy Kimchi Stew, Popcorn Potstickers, Soy Garlic Chicken, Tonkotsu Sesame Ramen, Glass Noodles, Bulgogi Plate, Okonomiyaki, Mango Panna Cotta","5524 Geary Blvd San Francisco, CA 94121",Claimed,"Korean, Asian Fusion, Ramen","Takes Reservations,Offers Takeout,Soy-Free Options",,"speciality:
Jijime offers great selection of Korean&Asian fusion food, Tapas, Sizzling plates, BBQ, Ramen, and more with our best efforts and fresh ingredients!

historyText:
None

businessOwnerBio:
None"
Bistro Ember,(415) 936-6096,,4.8,41,https://www.yelp.com/biz/bistro-ember-san-francisco?osq=Restaurants,bistroember.com,"Fried Squash Blossoms, Lamb Mutancana, Burnt Chicken, Tomato Watermelon Salad, Scallops, Fish & Raki Salad, Turkish Tartare, Little Gem Salad, Ember Octopus","1298 Church St San Francisco, CA 94114",Claimed,Mediterranean,"Classy,Women-owned",,"speciality:
Bistro Ember offers upscale modern food with Turkish-Mediterranean touches alongside our rich wine selections.

historyText:
None

businessOwnerBio:
None"
Lily,(415) 742-5285,,4.3,410,https://www.yelp.com/biz/lily-san-francisco?osq=Restaurants,lilyonclement.com,"Garlic Noodles, Shaking Beef Salad, Banh Mi, Chow Fun, Jackfruit Pizza, Broken Rice Plate, Confit Spring Rolls, Pho Bo, Beef Carpaccio, Duck Confit Egg Rolls, Roast Beef Sandwich, Turmeric Fried Catfish, Pork Chop, Cha Ca La Vong, Stir Fried Rice Noodles, Duck Spring Rolls, Chicken Wings, Liberty Duck Rolls, Heritage Pork Bowl, Crispy Rice Cake","225 Clement St San Francisco, CA 94118",Claimed,Vietnamese,"Takes Reservations,Offers Delivery,Offers Takeout",,"speciality:


historyText:


businessOwnerBio:
"
Starbelly,(415) 252-7500,$$,3.8,2288,https://www.yelp.com/biz/starbelly-san-francisco?osq=Restaurants,starbellysf.com,"Chicken Liver Pate, Pot De Cremes, French Toast, Mushroom Pizza, Loco Moco, Sweet Onion Marmalade, Prather Ranch Burger, Margherita Pizza, Butternut Squash Pizza, Fish Tacos, White Bean Puree, Italian Eggs, Chorizo Pizza, Egg Pizza, Black Garlic Pizza, Fried Chicken Sandwich, Butternut Squash Dumplings, Veggie Burger, Pea Fritters, Term Star Belly","3583 16th St San Francisco, CA 94114",Claimed,"American (New), Breakfast & Brunch, Cocktail Bars","Takes Reservations,Offers Delivery,Offers Takeout,Walk-ins Welcome",,"speciality:


historyText:


businessOwnerBio:
"
Dumpling Story,(415) 829-3664,,4.7,83,https://www.yelp.com/biz/dumpling-story-san-francisco?osq=Restaurants,,"Dan Dan Noodles, Xiao Long Bao, Juicy Pork Bao, Dry Fried Chicken Wings, Spicy Pork Xiao, Soup Dumplings, Fried Pork Wontons, Warm Pork Dumplings, Ginger & Green Onion Noodles, Braised Beef Noodle Soup, Spicy Pork Xlb, Juicy Pork Pan Fried Dumplings, Pork Buns, Smashed Cucumber Salad, Pig Ears, Mongolian Beef Dumplings, Hot Sour Soup Pork, Chili, Seasoned Beef Pockets, Zha Jiang Noodles","2114 Fillmore St San Francisco, CA 94115",Claimed,"Asian Fusion, Chinese","Offers Delivery,Offers Takeout",,"speciality:
Xiao Long Bao (Soup Dumpling)

historyText:
None

businessOwnerBio:
None"
Kothai Republic,(415) 742-4058,,4.7,203,https://www.yelp.com/biz/kothai-republic-san-francisco?osq=Restaurants,kothairepublic.com,"Korean Spicy Noodle, Beef Noodle Soup, Grilled Hamachi Collar, Thai Chicken Toast, Grilled Pork Jowl, Spicy Cold Noodles, Tom Yum Soup, Thai Braised Chicken, Kimchi Fried Rice, King Salmon Haw Mok, Chicken Noodle, Jung Hui Kalbi, Kothai Ceviche, Crying Tiger Skirt Steak, Korean BBQ Skirt, Hamachi Kama, Beet and Pear Salad, Heirloom Tomatoes, Green Curry, Apple Pie","1398 9th Ave San Francisco, CA 94122",Claimed,"Korean, Thai, Noodles","Takes Reservations,Offers Takeout",,"speciality:
Korean and Thai flavors served in a uniquely San Francisco way

historyText:
None

businessOwnerBio:
None"
Bento Peak,(415) 592-8069,,4.6,39,https://www.yelp.com/biz/bento-peak-san-francisco?osq=Restaurants,bentopeak.com,"Chicken Teriyaki, Xyz Roll, Dragon, Gyoza, Beef Teriyaki, Salmon Teriyaki, Fish Tacos, Fuji Yama, Green Elves, Hamachi Carpaccio, Midnight Oyster, Omakase Sashimi, Romeo And Juliet, Spicy Scallop, Tuna Lover, Warriors, Beef Skewers, Chicken Kara-age, Rainbow","4724 Geary Blvd San Francisco, CA 94118",Claimed,Japanese,"Takes Reservations,Offers Delivery,Offers Takeout,Vegan Options",,"speciality:


historyText:


businessOwnerBio:
"
The Laundromat,(415) 379-4340,,4.6,184,https://www.yelp.com/biz/the-laundromat-san-francisco?osq=Restaurants,thelaundromatsf.com,"Egg Everything Bagel, Calabrian Chili, Smash Burger, Kale Salad, Mushroom Pizza, Cinnamon Raisin Bagel, Plain, Truffle Honey, Sea Salt Bagel, Pepperoni Pizza, Meatball Pizza, Classic, Caesar Salad, Olive Oil Cake, Sesame Bagel, Little Gem Caesar, Spicy Pepperoni, Crispy Brussels, Cannoli","3725 Balboa St San Francisco, CA 94121",Claimed,"Pizza, Bagels, Beer Bar","Classy,Good For Kids,Street Parking",,"speciality:


historyText:


businessOwnerBio:
"
Otra,(415) 500-2774,,4.5,155,https://www.yelp.com/biz/otra-san-francisco-3?osq=Restaurants,otrasf.com,"Beef Tacos, Mushroom Tacos, Charred Cabbage, Sweet Potato Tacos, Hen of the Woods Tacos, Cod Tostada, Aguachile, Tres Leches Cake, Totopos, Frijolitos Con Chips, Roaster Carrot Tostadas, Hen of the Woods Mushroom, Conchas Borrachas, Old Oaxacan, Parklet, Ceviche, Pozole, Toasted Coconut Flan, Grilled Pork Al Pastor, Queso","682 Haight St San Francisco, CA 94117",Claimed,"Mexican, Cocktail Bars","Offers Delivery,Offers Takeout,Vegan Options",,"speciality:


historyText:


businessOwnerBio:
"
Lokma,(415) 702-6263,$$,4.6,739,https://www.yelp.com/biz/lokma-san-francisco?osq=Restaurants,lokmasf.com,"Turkish Breakfast For 2, Manti, Sunrise Combo, Papas Bravas, Menemen, Creamy Mushroom Soup, Calamari, Short Rib, Grilled Chicken, Breakfast Sandwich, Zucchini Dolmas, Chicken Sandwich, Trio Spreads, Presidio Salad, Branzino, Tzatziki, Turlu Omelet, Bal & Kaymak, Grilled Lamb Kofte, Baklava","1801 Clement St San Francisco, CA 94121",Claimed,"Mediterranean, Breakfast & Brunch, Vegetarian","Takes Reservations,Offers Delivery,Offers Takeout",Emre K.,"speciality:
We at Lokma are striving to serve a fresh and colorful creation of Californian and Turkish fare while serving our guests with warm hospitality in our bright and open space. We are interested in growing towards new and interesting ways to join food cultures, forming solid relationships with our neighbors and providing a delightful and pleasant environment.

historyText:
Lokma, which means ""a bite"" in Turkish, opened in Feb 2018 and is located in the Outer Richmond. We serve a fresh  Californian and Turkish fare while serving our guests with warm hospitality in our bright and open space. We are very excited to meet you.

businessOwnerBio:
Lokma founded by &nbsp;Emre Kabayel and Neslihan Demirtas. &nbsp;<br><br>Kabayel’s degree in electrical engineering from Turkey, he decided to enroll College to sharpen his communication skills and to take classes in business administration. After completing a certificate program, he took a job at Kitchen Istanbul, a Turkish rest. He worked his way through a number of jobs and discovered that he really loved the restaurant business.<br><br>Ms. Demirtas has substantive experience in finance and educational background in Economics and Business. She is equipped with the academic and professional expertise needed to manage the financials restaurant business.<br><br>Kabayel and Demirtas were eager to introduce people to other Turkish dishes in addition to the popular and more familiar kababs, gyros and flat breads. Their families back in Turkey helped them put together their menu and once set, they trained their chef to prepare the dishes, which they continue to experiment with and perfect."
Pearl,(415) 592-9777,$$$,4.4,459,https://www.yelp.com/biz/pearl-san-francisco-8?osq=Restaurants,pearl-sf.com,"Handkerchief Pasta, Roasted Cauliflower, Chicory Caesar, Seared Scallops","6101 California St San Francisco, CA 94121",Claimed,"Italian, Seafood, Mediterranean",Takes Reservations,,"speciality:
California inspired Mediterranean cooking with drinks to match.

historyText:
Pearl is a community project from San Francisco natives and service industry professionals.

businessOwnerBio:
None"
Dumpling Home,(415) 503-1666,$$,4.5,1210,https://www.yelp.com/biz/dumpling-home-san-francisco?osq=Restaurants,dumplinghome.com,"Juicy Pork Bao, Pork Bao, Pan Fried Vegetable Bao, Pork Xiao Long Bao, Numb and Spicy Pork Xiao Long Bao, Napa Cabbage with Pork Dumpling, Dry Fried Chicken Wings, Crab and Pork Xiao Long Bao, Ginger and Green Onion Noodle, Braised Beef Brisket Noodle Soup, Braised Beef Noodle Soup, Thinly Sliced Pig Ear, Shrimp Egg Chives and Wood Ear Mushroom Dumpling, Beef Tongue Boiled, Fresh Cucumber, Shrimp and Loofah Xiao Long Bao, Pork and Chives Dumpling, Juicy Beef Bao, Wonton Soup, Wood and Silver Ear Mushrooms","298 Gough St San Francisco, CA 94102",Claimed,"Dim Sum, Noodles, Asian Fusion","Offers Delivery,Offers Takeout",,"speciality:


historyText:


businessOwnerBio:
"
Memento SF,(415) 829-3099,,5,21,https://www.yelp.com/biz/memento-sf-san-francisco-3?osq=Restaurants,mementosf.com,,"1305 Castro St San Francisco, CA 94114",Claimed,"American (New), Desserts, Cocktail Bars","Accepts Credit Cards,Beer & Wine Only",,"speciality:


historyText:


businessOwnerBio:
"
Katsuo + Kombu,(415) 829-3150,$$,4.5,73,https://www.yelp.com/biz/katsuo-kombu-san-francisco?osq=Restaurants,,"Niku Beef Udon, Tan Tan Dry, Fukuoka Signature, Beef Curry Udon, Kakiage Udon, Daniel 's Niku Udon, Tan Tan Noodles, Toriten Bukkake, Tan Tan Udon, Dan Dan Dry Udon","559 Divisadero St San Francisco, CA 94117",Claimed,"Japanese, Noodles","Trendy,Good for Groups,Good for Dinner,Gender-neutral restrooms",,"speciality:


historyText:


businessOwnerBio:
"
Bottega,(415) 655-9048,$$,4.3,881,https://www.yelp.com/biz/bottega-san-francisco-2?osq=Restaurants,bottegavalencia.com,"Mezzemaniche Boscaiola, Tiramisu, Gnocchi, Lasagna, Bruschetta, Sacchetti, Salmon Fettuccine, Mezzelune Ai Porcini, Prosciutto E Burrata Pizza, Fettuccine Alfredo, Crab Cake, Chicken Parmigiana, Margherita Pizza, Caesar Salad, Calamari Fritti, Branzino","1132 Valencia St San Francisco, CA 94110",Claimed,"Italian, Pasta Shops, Pizza","Offers Takeout,Accepts Credit Cards,Outdoor Seating",,"speciality:


historyText:


businessOwnerBio:
"
The Tailor’s Son,(415) 673-7200,,4.2,459,https://www.yelp.com/biz/the-tailors-son-san-francisco?osq=Restaurants,thetailorssonsf.com,"Burrata Crostini, Agnolotti Del Plin, Risotto Alla Milanese, Frutti Di Mare Risotto, Fritto Misto, Olive Oil Cake, Tuna Carpaccio, Duck Liver Pate Crostini, Funghi Risotto, Gem Lettuces Salad, Pesto Pasta, Yellowfin Tuna Crudo, Spring Lettuce Salad, Mushroom Risotto, Prosciutto Di Parma, Sformato, Squid Ink Risotto, Lemon Ricotta, Toscana Crostini, Saffron Risotto Ossobuco","2049 Fillmore St San Francisco, CA 94115",Claimed,"Italian, Cocktail Bars","Takes Reservations,Walk-ins Welcome",,"speciality:
Serving up a simply straightforward (and straight-up savory) menu of Northern Italian classics like risotto, fresh pastas, crostini, antipasti, and verdure, an extensive wine list highlighting the best biodynamic and organic wines from Italy and Northern California, and world class cocktails from the bar, The Tailor's Son is a love letter to Italy woven from a different cloth.

historyText:
None

businessOwnerBio:
None"
The Snug,,$$,4,415,https://www.yelp.com/biz/the-snug-san-francisco?osq=Restaurants,thesnugsf.com,"Spicy Fried Chicken Sandwich, Popcorn Chicken with Yuzu Mayo, Sesame Naan Shiitake Hummus, Kale Salad, Wagyu Double Smash Burger","2301 Fillmore St San Francisco, CA 94115",Claimed,"Cocktail Bars, American (New)","Offers Delivery,Offers Takeout,Walk-ins Welcome",Zack S.,"speciality:
Unique cocktails, local beer, small-producer wines, and modern Californian comfort food -- all served up in a warm and comfortable environment.

historyText:
Four friends look to share their passion for great food, strong drinks, and the best beer and wine California has to offer.

businessOwnerBio:
Via Zagat: The tap list is curated by owners Zack Schwab and Shane Matthews, a pair of friends who worked together at The Monk&#39;s Kettle and New York&#39;s beer nirvana, The Jeffrey. &nbsp;Chef/Owner Brian Shin previously worked at some of the marquee kitchens in San Francisco (Benu, In Situ) and the country (Alinea in Chicago, Corton in New York). Bar manager/Owner Jacob Racusin created a cocktail list that throws a few curveballs à la his prior stop, The Alembic."
NONO,(415) 829-3411,,4.5,50,https://www.yelp.com/biz/nono-san-francisco?osq=Restaurants,,"Egg Yolk Tempura, Chicken Skewers, Guilty Toast, Tokyo Negi, Ribeye, Fried Scallop, Yakitori, Fried Chicken, Truffle Dumpling, Katsuo Smoke Seared Tuna, Robatayaki, Chawanmushi, Oyster Chicken, Pork Belly, Chicken Wings, Tsukune","1730 Fillmore St San Francisco, CA 94115",Claimed,Izakaya,"Trendy, Intimate,Street Parking,Happy Hour Specials",,"speciality:
 At NONO, we intend to honor and respect tradition while breathing new life into San Francisco City's exciting dining culture. We look forward to serving you.

historyText:
None

businessOwnerBio:
None"
Marufuku Ramen,(415) 872-9786,$$,4.4,4794,https://www.yelp.com/biz/marufuku-ramen-san-francisco-5?osq=Restaurants,Japan Center,"Hakata Tonkotsu, Chicken Paitan, Pork Belly, Tonkotsu Dx Noodle, Tonkotsu Ramen, Chicken Karaage, Chicken Ramen, Soy Glazed Chicken Leg Thigh, Paitan Dx, Hakata Dx, Spicy Tonkatsu Ramen, Braised Pork, Ramen Noodles, Fried Chicken, Pork Ramen, Veggie Ramen, Paitan Ramen, Rice Bowls, Pork Buns, Vegetarian Ramen","1581 Webster St Ste 235 San Francisco, CA 94115",Claimed,Ramen,"Offers Delivery,Offers Takeout",,"speciality:


historyText:


businessOwnerBio:
"
